tract_fips,county_name,diabetes_crude_prev,obesity_crude_prev,bphigh_crude_prev,csmoking_crude_prev,lpa_crude_prev,checkup_crude_prev,access2_crude_prev,geolocation
53033012400,King,8.9,35.8,29.1,13.7,22.3,70.2,9.1,POINT (-121.9331 47.3901)
53033012500,King,8.7,33.6,29.7,8.0,16.2,76.6,2.9,POINT (-121.7218 47.3590)
53033012600,King,6.5,29.5,26.2,12.2,14.8,70.3,7.1,POINT (-121.9140 47.5265)
53033012700,King,8.0,32.1,30.9,13.1,17.0,71.7,6.3,POINT (-122.0239 47.3891)
53033012800,King,8.5,32.0,28.7,13.7,20.1,65.1,10.2,POINT (-121.8587 47.3900)
53033012900,King,8.8,37.6,31.9,12.0,25.8,70.7,15.6,POINT (-121.9364 47.4142)
53033013000,King,8.0,32.9,30.5,14.0,23.1,71.6,10.5,POINT (-121.8339 47.6027)
53033013100,King,6.9,30.1,28.5,9.8,18.7,73.5,4.8,POINT (-122.0257 47.5588)
53033013200,King,6.2,26.7,25.3,7.7,16.7,69.7,6.9,POINT (-121.8483 47.4495)
53033013300,King,4.8,18.6,21.5,3.5,8.3,67.8,8.7,POINT (-121.9919 47.3959)
53033013400,King,14.1,41.4,39.7,18.5,32.6,66.0,15.4,POINT (-121.6642 47.6011)
53033013500,King,6.8,30.9,27.3,12.6,15.6,61.3,10.7,POINT (-121.9004 47.3636)
53033013600,King,6.3,18.4,23.7,7.2,11.4,66.4,4.4,POINT (-122.0067 47.6275)
53033013700,King,7.4,23.5,24.2,8.8,15.1,68.3,4.6,POINT (-121.6511 47.5331)
53033013800,King,7.9,20.8,26.9,9.8,11.5,66.5,5.7,POINT (-121.8515 47.6335)
53033013900,King,11.5,35.2,32.8,9.6,18.9,76.7,6.6,POINT (-121.9592 47.3888)
53033014000,King,8.3,32.6,28.8,10.0,19.1,69.9,8.3,POINT (-121.6753 47.6069)
53033014100,King,5.9,32.5,26.5,9.8,18.3,67.2,6.5,POINT (-121.7335 47.5224)
53033014200,King,6.4,19.8,25.1,3.5,6.9,62.8,2.8,POINT (-121.7753 47.5620)
53033014300,King,8.0,29.1,25.1,7.8,15.6,66.8,7.7,POINT (-121.7658 47.5882)
53033014400,King,6.1,27.9,27.8,10.4,14.9,69.5,5.1,POINT (-121.9452 47.5002)
53033014500,King,8.4,29.9,28.1,11.0,15.2,65.7,3.8,POINT (-121.8506 47.5632)
53033014600,King,4.3,18.3,20.5,3.5,8.7,67.7,2.8,POINT (-121.7192 47.4284)
53033014700,King,10.0,38.0,29.9,14.8,20.7,69.2,7.2,POINT (-121.6651 47.5490)
53033014800,King,3.9,21.1,19.3,5.1,6.9,65.9,2.8,POINT (-121.7803 47.3896)
53033014900,King,8.2,31.9,26.9,13.5,17.1,69.6,10.6,POINT (-121.6786 47.4133)
53033015000,King,9.5,32.7,29.6,13.9,17.7,65.8,8.2,POINT (-121.7775 47.3698)
53033015100,King,11.4,38.9,32.6,14.2,21.6,67.6,13.2,POINT (-121.8980 47.5773)
53033015200,King,4.9,31.9,25.1,12.5,16.6,67.4,4.2,POINT (-121.6997 47.6262)
53033015300,King,7.0,31.0,29.8,8.5,14.4,69.3,2.8,POINT (-122.0370 47.4284)
53033015400,King,9.8,30.9,30.7,10.5,16.1,69.6,5.9,POINT (-121.9275 47.4290)
53033015500,King,7.4,26.3,27.2,12.2,18.0,71.2,4.9,POINT (-121.6532 47.6070)
53033015600,King,8.7,27.2,25.0,8.1,17.6,71.2,8.2,POINT (-121.8515 47.3611)
53033015700,King,4.5,23.1,21.8,7.3,7.1,64.8,2.8,POINT (-122.0028 47.5045)
53033015800,King,9.7,24.1,29.5,9.0,17.8,71.3,9.1,POINT (-121.9132 47.4532)
53033015900,King,6.3,19.0,22.5,7.8,15.6,69.5,8.3,POINT (-121.7755 47.5008)
53033016000,King,9.3,30.6,29.9,14.3,18.8,73.5,7.3,POINT (-121.9853 47.5510)
53033016100,King,11.7,31.3,35.9,10.7,15.9,71.6,7.7,POINT (-121.7686 47.5839)
53033016200,King,6.2,20.6,23.4,6.3,12.5,70.8,3.9,POINT (-121.8603 47.6067)
53033016300,King,13.0,41.1,37.1,13.0,22.6,70.3,12.4,POINT (-121.6937 47.6082)
53033016400,King,9.5,28.2,30.7,11.6,22.1,71.9,12.5,POINT (-121.8875 47.4715)
53033016500,King,8.5,33.3,32.5,9.4,16.2,68.1,6.9,POINT (-121.7539 47.6198)
53033016600,King,11.4,34.5,28.2,12.2,22.7,70.4,12.6,POINT (-121.7212 47.6185)
53033016700,King,7.6,24.3,27.9,6.6,18.1,70.9,6.1,POINT (-121.9937 47.5228)
53033016800,King,6.8,28.0,25.0,11.5,17.5,65.5,13.8,POINT (-121.6525 47.4274)
53033016900,King,8.5,34.9,27.9,13.1,20.9,62.8,16.9,POINT (-122.0027 47.4358)
53033017000,King,11.6,35.7,32.0,14.2,22.9,70.5,12.0,POINT (-121.7464 47.5523)
53033017100,King,9.6,40.1,33.6,12.8,24.6,75.3,17.7,POINT (-121.9209 47.4256)
53033017200,King,5.5,27.0,18.0,9.6,13.1,72.0,2.8,POINT (-122.0313 47.4807)
53033017300,King,4.1,21.2,15.0,7.3,6.9,65.7,2.8,POINT (-121.9132 47.5768)
53033017400,King,7.5,37.1,29.1,11.4,18.6,69.4,8.8,POINT (-121.7189 47.5961)
53033017500,King,4.9,27.4,15.4,7.2,10.9,67.9,4.0,POINT (-121.9101 47.5384)
53033017600,King,4.8,20.2,21.7,5.7,8.7,66.1,4.1,POINT (-121.8621 47.4949)
53033017700,King,7.0,28.4,31.7,7.0,9.3,72.8,2.8,POINT (-121.7007 47.4417)
53033017800,King,7.5,26.3,26.0,12.1,19.5,70.4,6.3,POINT (-121.7069 47.4851)
53033017900,King,5.5,15.8,19.1,5.2,10.0,66.0,4.4,POINT (-121.9836 47.3716)
53033018000,King,6.6,28.9,27.4,6.6,13.8,72.2,2.8,POINT (-121.8049 47.6332)
53033018100,King,10.1,47.1,33.7,18.3,25.5,70.3,13.7,POINT (-121.8307 47.4929)
53033018200,King,8.8,27.7,29.6,12.7,20.1,71.6,9.0,POINT (-121.7525 47.4046)
53033018300,King,10.2,36.1,30.1,14.0,19.5,67.1,10.3,POINT (-121.8107 47.3654)
53033018400,King,9.1,27.4,32.1,11.0,16.1,65.1,7.5,POINT (-121.6743 47.5112)
53033018500,King,7.2,29.7,25.6,6.2,12.0,68.1,4.9,POINT (-121.9852 47.4979)
53033018600,King,6.6,35.4,21.4,14.5,19.8,69.2,10.4,POINT (-122.0035 47.5118)
53033018700,King,11.2,35.0,31.2,16.0,23.6,69.6,15.6,POINT (-122.0276 47.4011)
53033018800,King,5.8,29.0,22.5,9.2,14.8,63.0,5.8,POINT (-122.0062 47.4940)
53033018900,King,11.7,41.6,35.8,16.4,24.9,74.5,10.8,POINT (-121.6668 47.4808)
53033019000,King,8.9,37.5,28.6,16.6,20.0,73.2,8.0,POINT (-122.0090 47.5559)
53033019100,King,7.7,21.7,25.1,5.2,9.8,68.2,4.7,POINT (-121.7705 47.4073)
53033019200,King,8.9,33.6,27.1,10.3,22.0,66.5,15.6,POINT (-122.0268 47.6084)
53033019300,King,7.7,30.1,30.3,13.0,19.0,67.8,9.2,POINT (-121.8153 47.5837)
53033019400,King,9.2,36.9,31.0,14.6,26.1,70.3,14.4,POINT (-121.6569 47.5038)
53033019500,King,4.5,15.8,20.6,3.5,6.9,68.2,2.8,POINT (-121.7000 47.5643)
53033019600,King,11.2,37.0,32.4,15.9,23.6,70.9,10.9,POINT (-121.8183 47.4462)
53033019700,King,6.7,28.6,25.6,10.5,15.6,62.6,7.4,POINT (-121.9114 47.5246)
53033019800,King,10.3,33.7,31.8,14.5,20.4,64.6,11.0,POINT (-121.9453 47.5111)
53033019900,King,7.1,24.7,25.3,9.2,14.7,69.0,10.5,POINT (-121.8904 47.3830)
53033020000,King,7.5,30.9,25.9,9.0,14.2,67.2,6.5,POINT (-121.6735 47.5618)
53033020100,King,14.2,39.3,38.8,15.6,26.7,71.9,16.5,POINT (-121.7829 47.4773)
53033020200,King,1.6,15.8,14.0,3.5,6.9,51.4,2.8,POINT (-121.6782 47.3709)
53033020300,King,9.0,27.6,26.7,7.9,15.1,66.9,7.8,POINT (-121.7279 47.5106)
53033020400,King,1.6,15.8,11.2,3.5,6.9,67.6,2.8,POINT (-121.9374 47.5783)
53033020500,King,8.5,34.0,34.1,11.4,19.6,65.1,3.8,POINT (-121.6558 47.4988)
53033020600,King,10.5,35.3,35.9,10.6,20.5,76.8,7.7,POINT (-121.7668 47.3669)
53033020700,King,9.0,32.6,26.0,14.3,19.5,69.2,6.3,POINT (-121.9198 47.6287)
53033020800,King,5.4,32.1,22.9,13.3,18.3,61.5,13.1,POINT (-121.6665 47.5984)
53033020900,King,6.9,31.6,26.3,7.8,14.8,75.6,4.5,POINT (-121.9475 47.5641)
53033021000,King,8.2,35.8,29.7,13.2,17.7,69.8,9.9,POINT (-122.0257 47.4402)
53033021100,King,6.3,33.7,25.3,9.6,18.4,67.6,10.2,POINT (-121.7002 47.5894)
53033021200,King,7.6,29.6,28.5,10.9,12.4,65.5,7.1,POINT (-121.8990 47.5298)
53033021300,King,8.0,28.3,24.2,7.7,9.4,68.0,2.8,POINT (-121.7388 47.3630)
53033021400,King,5.9,26.4,24.8,12.6,13.8,71.0,7.5,POINT (-121.6750 47.5580)
53033021500,King,6.4,28.5,23.8,9.8,19.0,69.6,10.2,POINT (-121.7085 47.5592)
53033021600,King,7.3,22.7,25.1,9.8,11.4,64.7,5.6,POINT (-121.7877 47.5638)
53033021700,King,5.9,23.1,22.3,4.6,7.4,70.2,2.8,POINT (-121.6792 47.4681)
53033021800,King,4.3,20.9,22.3,5.7,8.9,68.0,2.8,POINT (-121.8807 47.5353)
53033021900,King,9.6,35.3,30.3,14.9,19.6,72.3,9.0,POINT (-121.9237 47.3650)
53033022000,King,7.5,29.6,26.8,12.6,15.9,65.8,10.4,POINT (-121.9297 47.5031)
53033022100,King,6.9,32.5,30.7,10.5,18.7,66.2,10.4,POINT (-121.8290 47.4064)
53033022200,King,8.8,34.3,28.3,9.1,18.1,63.1,8.5,POINT (-121.7198 47.3909)
53033022300,King,10.7,36.6,38.5,15.9,22.6,71.0,10.3,POINT (-121.8105 47.4853)
53033022400,King,4.4,19.6,18.9,3.5,6.9,66.8,2.8,POINT (-121.9102 47.3842)
53033022500,King,9.4,36.4,31.7,12.7,22.0,71.8,10.5,POINT (-121.7167 47.4630)
53033022600,King,6.3,28.6,27.9,8.4,19.4,67.5,9.2,POINT (-121.9508 47.5710)
53033022700,King,6.7,29.1,21.0,8.5,11.8,67.7,6.6,POINT (-121.9426 47.5249)
53033022800,King,10.0,23.8,35.7,9.5,14.6,71.3,5.2,POINT (-121.6592 47.6365)
53033022900,King,6.7,29.0,24.0,8.9,13.2,63.7,6.5,POINT (-121.7604 47.5090)
53033023000,King,9.8,36.4,34.0,14.1,20.8,72.6,5.5,POINT (-121.7516 47.5804)
53033023100,King,6.1,22.7,26.5,9.1,15.2,71.6,3.6,POINT (-121.6566 47.5499)
53033023200,King,9.2,32.4,32.5,11.6,18.1,71.6,9.1,POINT (-121.7855 47.5189)
53033023300,King,6.7,27.8,22.6,4.3,11.2,70.3,2.9,POINT (-121.7720 47.5948)
53033023400,King,3.5,20.5,13.2,8.0,8.5,68.7,5.1,POINT (-121.9463 47.5599)
53033023500,King,6.1,22.0,24.5,5.3,10.8,67.0,2.8,POINT (-121.9811 47.4514)
53033023600,King,2.0,21.7,16.4,4.7,10.0,70.0,2.8,POINT (-121.8577 47.4917)
53033023700,King,7.5,31.9,23.8,11.4,19.0,69.7,4.5,POINT (-121.7955 47.6391)
53033023800,King,6.4,23.8,24.7,8.6,17.4,66.5,7.7,POINT (-121.9064 47.5759)
53033023900,King,11.2,38.1,37.8,15.1,21.2,67.0,6.7,POINT (-121.7940 47.5895)
53033024000,King,10.0,39.7,37.5,16.5,27.6,69.0,11.8,POINT (-121.9222 47.5491)
53033024100,King,10.5,37.2,33.4,14.7,23.7,73.7,13.8,POINT (-121.7864 47.5046)
53033024200,King,9.7,37.6,33.3,13.0,23.0,65.9,14.5,POINT (-121.6739 47.5167)
53033024300,King,5.4,26.9,20.8,9.6,14.3,62.1,9.0,POINT (-121.6516 47.6095)
53033024400,King,6.9,32.5,26.4,11.9,15.8,66.5,6.1,POINT (-121.6512 47.5402)
53033024500,King,10.5,42.8,31.9,18.1,21.3,65.5,9.3,POINT (-121.9317 47.5897)
53033024600,King,5.0,17.8,22.1,4.6,9.8,69.9,2.8,POINT (-121.9446 47.4682)
53033024700,King,10.0,34.1,28.8,14.6,20.6,65.6,11.1,POINT (-121.9648 47.3413)
53033024800,King,6.1,25.1,24.8,8.8,11.9,66.6,7.0,POINT (-121.7521 47.3412)
53033024900,King,9.6,42.9,35.5,18.1,23.0,72.4,10.2,POINT (-121.9150 47.4677)
53033025000,King,7.0,29.4,28.5,11.0,15.0,71.1,3.7,POINT (-121.7070 47.5685)
53033025100,King,8.9,31.0,29.0,12.6,16.9,74.7,2.8,POINT (-121.7832 47.6326)
53033025200,King,6.8,30.1,27.5,10.1,16.1,70.1,5.6,POINT (-121.9179 47.4785)
53033025300,King,11.8,41.6,38.4,14.2,23.7,70.6,8.4,POINT (-121.9548 47.4067)
53033025400,King,9.2,30.6,31.8,9.1,20.7,67.4,10.5,POINT (-121.6433 47.4628)
53033025500,King,10.3,32.5,34.5,9.8,21.6,70.8,8.0,POINT (-121.9611 47.3403)
53033025600,King,7.6,33.5,26.2,10.2,16.5,65.0,12.2,POINT (-121.7532 47.3965)
53033025700,King,6.9,32.3,27.0,9.2,15.8,71.3,4.9,POINT (-121.8571 47.4457)
53033025800,King,11.3,41.5,37.6,15.0,21.7,69.3,10.3,POINT (-121.8780 47.3846)
53033025900,King,9.7,24.2,30.0,9.1,15.2,73.2,6.2,POINT (-121.8268 47.3710)
53033026000,King,11.6,36.5,37.5,17.3,28.8,67.1,16.0,POINT (-121.7238 47.3694)
53033026100,King,7.5,31.8,29.1,9.5,16.5,63.3,11.4,POINT (-121.7504 47.5100)
53033026200,King,7.1,29.1,25.4,12.1,11.0,67.8,3.6,POINT (-121.8874 47.4656)
53033026300,King,7.2,36.8,25.3,14.3,21.6,71.6,8.8,POINT (-121.8305 47.3695)
53033026400,King,6.5,32.7,26.9,8.1,13.5,70.3,5.6,POINT (-121.8528 47.4944)
53033026500,King,6.6,15.8,24.9,3.5,6.9,60.3,2.8,POINT (-121.7070 47.5622)
53033026600,King,8.7,30.9,32.8,12.4,23.2,65.6,12.6,POINT (-121.9825 47.5652)
53033026700,King,4.3,22.6,20.0,7.8,12.0,68.7,6.1,POINT (-122.0079 47.5266)
53033026800,King,13.7,40.1,36.7,16.4,24.3,75.0,10.3,POINT (-121.8873 47.5484)
53033026900,King,6.9,26.5,27.5,8.6,13.0,74.0,2.8,POINT (-121.6952 47.3797)
53033027000,King,8.4,34.4,25.1,13.1,17.4,70.3,5.5,POINT (-121.8981 47.5242)
53033027100,King,10.1,39.5,35.1,15.2,23.1,68.6,14.8,POINT (-121.8251 47.3492)
53033027200,King,6.6,23.4,26.3,6.1,9.5,64.6,2.8,POINT (-121.8014 47.6170)
53033027300,King,8.1,32.0,30.9,12.4,18.7,68.8,9.7,POINT (-121.9854 47.6315)
53033027400,King,11.5,37.9,33.9,12.5,18.2,72.4,8.1,POINT (-121.7207 47.5105)
53033027500,King,9.8,33.5,35.1,11.5,21.7,70.6,8.3,POINT (-122.0036 47.4977)
53033027600,King,9.8,35.9,32.8,13.4,21.3,77.1,10.7,POINT (-121.7953 47.5149)
53033027700,King,10.1,35.2,34.9,14.2,22.2,69.3,10.6,POINT (-121.7355 47.5586)
53033027800,King,1.6,17.2,12.0,6.5,8.1,61.1,4.2,POINT (-121.7746 47.5712)
53033027900,King,5.7,28.4,24.6,11.1,14.4,67.9,2.9,POINT (-121.8783 47.4047)
53033028000,King,10.1,36.9,33.8,13.8,22.9,75.0,9.0,POINT (-121.6586 47.5728)
53033028100,King,8.7,27.1,26.5,9.7,18.9,67.6,9.0,POINT (-121.8258 47.3637)
53033028200,King,7.3,27.0,27.1,6.3,15.8,67.2,8.2,POINT (-121.9498 47.4338)
53033028300,King,5.2,28.2,24.6,9.8,12.6,68.8,2.8,POINT (-121.7976 47.4917)
53033028400,King,7.7,34.7,30.2,12.3,16.9,71.3,6.2,POINT (-121.7279 47.3429)
53033028500,King,1.7,23.8,17.7,8.9,9.5,56.5,6.7,POINT (-121.6538 47.5860)
53033028600,King,9.1,25.2,26.5,14.2,19.2,69.7,8.8,POINT (-121.8022 47.3942)
53033028700,King,3.1,20.6,17.6,4.7,8.1,67.5,2.8,POINT (-121.9061 47.4680)
53033028800,King,5.2,27.5,17.8,4.6,11.8,68.6,3.5,POINT (-121.7270 47.5097)
53033028900,King,4.9,21.5,20.7,3.5,6.9,69.8,2.8,POINT (-121.6522 47.3469)
53033029000,King,7.3,32.7,22.2,12.4,16.6,68.0,7.5,POINT (-121.7395 47.5830)
53033029100,King,11.6,33.7,36.3,12.4,20.7,70.3,7.3,POINT (-121.8844 47.5681)
53033029200,King,8.3,30.9,29.2,11.1,19.8,71.9,6.1,POINT (-121.8853 47.5655)
53033029300,King,10.5,30.1,33.8,12.5,15.6,70.3,4.9,POINT (-121.9691 47.6096)
53033029400,King,6.4,33.7,24.1,9.8,16.4,70.2,6.0,POINT (-121.8195 47.4277)
53033029500,King,11.3,39.2,29.2,13.7,21.1,70.4,3.9,POINT (-121.8703 47.4358)
53033029600,King,14.7,45.7,42.0,20.7,43.2,74.0,38.6,POINT (-121.6975 47.4877)
53033029700,King,8.7,31.3,28.0,9.5,15.1,65.0,6.7,POINT (-121.8950 47.4970)
53033029800,King,4.1,24.1,20.4,7.4,10.5,76.5,4.0,POINT (-121.8765 47.4143)
53033029900,King,5.2,26.4,21.2,6.3,8.4,69.0,2.8,POINT (-121.7416 47.4947)
53033030000,King,10.8,40.3,37.7,13.6,23.9,73.2,9.0,POINT (-121.9514 47.3763)
53033030100,King,6.4,34.8,26.5,13.1,17.3,64.5,7.4,POINT (-121.8958 47.4539)
53033030200,King,8.0,26.0,27.4,5.7,9.8,71.4,2.8,POINT (-121.7226 47.4575)
53033030300,King,7.4,24.9,23.5,7.6,15.0,70.7,4.7,POINT (-121.8392 47.4372)
53033030400,King,5.5,27.0,21.1,7.5,16.0,69.9,7.0,POINT (-121.9471 47.5272)
53033030500,King,5.2,26.2,25.3,7.6,16.0,72.4,9.4,POINT (-121.8212 47.5556)
53033030600,King,9.1,35.3,34.2,13.8,20.2,68.8,9.8,POINT (-121.7161 47.4740)
53033030700,King,5.1,24.5,25.1,3.5,12.7,72.5,2.8,POINT (-121.6867 47.4130)
53033030800,King,9.7,33.9,34.6,14.5,18.6,71.8,7.1,POINT (-121.7963 47.5083)
53033030900,King,8.5,28.4,33.2,12.2,17.0,65.8,7.3,POINT (-121.7130 47.6025)
53033031000,King,9.4,34.4,34.2,14.2,24.0,71.0,8.4,POINT (-121.7387 47.5205)
53033031100,King,7.9,35.1,28.3,13.3,19.4,65.5,9.8,POINT (-121.8210 47.4700)
53033031200,King,9.1,29.8,29.2,8.9,18.9,68.5,12.1,POINT (-122.0041 47.3586)
53033031300,King,12.2,38.2,33.6,10.7,16.8,66.5,10.4,POINT (-122.0161 47.5888)
53033031400,King,8.6,33.6,23.8,9.5,18.9,68.9,8.6,POINT (-121.7217 47.3908)
53033031500,King,9.8,41.2,32.0,15.4,24.1,76.8,5.1,POINT (-121.9270 47.3403)
53033031600,King,10.0,34.0,33.5,11.4,19.4,72.5,14.9,POINT (-121.8018 47.5152)
53033031700,King,10.4,31.4,31.1,10.8,14.3,68.7,7.1,POINT (-121.8376 47.5731)
53033031800,King,5.2,29.9,24.4,8.2,13.5,73.2,5.0,POINT (-121.7499 47.4928)
53033031900,King,8.4,30.3,28.8,9.7,11.6,75.4,2.8,POINT (-121.7966 47.4896)
53033032000,King,9.3,32.9,28.7,11.6,15.1,75.9,2.8,POINT (-121.8794 47.6093)
53033032100,King,5.8,24.4,26.7,7.9,10.2,72.6,2.9,POINT (-122.0386 47.4555)
53033032200,King,9.7,37.0,38.0,18.1,24.0,75.4,11.4,POINT (-122.0281 47.5240)
53033032300,King,9.6,26.1,29.7,7.9,17.0,72.8,2.8,POINT (-121.7183 47.4912)
53033032400,King,8.3,36.2,28.8,14.3,22.2,69.7,10.4,POINT (-121.9321 47.5050)
53033032500,King,5.3,20.5,23.8,6.2,10.5,66.8,2.8,POINT (-121.9321 47.5759)
53033032600,King,11.0,34.8,30.2,14.5,21.9,69.0,15.3,POINT (-121.7959 47.5599)
53033032700,King,8.3,32.5,25.8,11.0,19.3,63.5,11.3,POINT (-121.6779 47.3910)
53033032800,King,8.6,32.0,31.9,12.1,22.7,66.6,12.3,POINT (-121.6442 47.4002)
53033032900,King,8.6,26.9,30.9,14.1,20.0,70.3,10.1,POINT (-121.9346 47.3422)
53033033000,King,6.6,19.8,22.2,3.5,12.9,67.7,4.1,POINT (-122.0344 47.4000)
53033033100,King,10.6,30.5,30.4,11.5,21.6,70.8,11.1,POINT (-121.7626 47.5597)
53033033200,King,8.5,33.4,29.9,10.0,17.5,66.4,8.1,POINT (-121.9373 47.5777)
53033033300,King,7.1,40.3,27.9,11.4,18.6,70.7,11.1,POINT (-121.7764 47.4733)
53033033400,King,6.9,21.5,26.9,4.3,9.1,68.5,2.8,POINT (-121.7611 47.4719)
53033033500,King,10.1,31.5,31.0,11.6,19.6,69.8,10.1,POINT (-121.9941 47.5302)
53033033600,King,10.5,37.0,34.3,10.8,19.8,72.2,9.2,POINT (-121.7517 47.5743)
53033033700,King,6.6,25.1,23.4,9.2,17.0,66.4,10.9,POINT (-121.9780 47.5368)
53033033800,King,8.7,31.3,28.7,12.6,20.1,75.6,6.1,POINT (-121.8827 47.4204)
53033033900,King,9.6,31.4,28.7,11.4,19.1,77.7,6.2,POINT (-121.9489 47.4240)
53033034000,King,5.5,27.1,18.0,8.3,13.4,68.8,7.8,POINT (-121.7847 47.5816)
53033034100,King,7.1,28.2,24.2,7.3,14.3,64.5,5.6,POINT (-121.9496 47.5096)
53033034200,King,5.9,29.0,28.8,7.1,8.8,69.3,2.8,POINT (-121.9635 47.6154)
53033034300,King,8.9,30.3,29.0,11.6,20.9,63.0,11.3,POINT (-121.6533 47.5785)
53033034400,King,8.9,28.2,33.7,9.0,16.1,72.2,3.7,POINT (-121.6429 47.5581)
53033034500,King,3.7,20.6,22.0,5.1,7.0,70.6,2.8,POINT (-121.9530 47.5353)
53033034600,King,7.1,29.5,28.3,14.7,22.2,71.6,10.0,POINT (-121.9102 47.4011)
53033034700,King,5.8,26.7,24.0,6.5,11.7,69.6,3.9,POINT (-121.7673 47.3421)
53033034800,King,9.6,35.0,30.1,11.8,16.8,74.8,5.4,POINT (-121.7139 47.4206)
53033034900,King,7.8,26.1,34.6,7.1,12.9,72.3,3.7,POINT (-121.8480 47.4478)
53033035000,King,10.7,43.9,35.9,14.5,23.3,71.8,15.0,POINT (-121.9431 47.6297)
53033035100,King,4.8,30.0,23.1,11.2,15.9,64.9,9.8,POINT (-121.7380 47.5564)
53033035200,King,10.0,38.7,32.5,13.2,17.9,72.5,7.4,POINT (-121.8396 47.4063)
53033035300,King,5.9,24.3,22.4,4.8,8.4,64.7,2.8,POINT (-121.7312 47.4451)
53033035400,King,6.5,20.6,29.3,9.1,12.2,69.8,4.8,POINT (-121.8496 47.5267)
53033035500,King,11.3,33.3,36.9,11.7,17.2,73.3,8.6,POINT (-121.9459 47.5738)
53033035600,King,14.8,38.2,42.5,14.8,27.2,67.8,11.6,POINT (-121.6939 47.5661)
53033035700,King,6.4,28.0,23.3,10.5,18.4,69.3,12.7,POINT (-121.7265 47.6036)
53033035800,King,9.4,27.9,33.5,9.0,18.5,75.2,7.3,POINT (-121.6473 47.4624)
53033035900,King,4.6,20.1,24.2,5.6,10.1,70.6,3.5,POINT (-121.7845 47.4539)
53033036000,King,9.0,31.7,29.1,13.1,21.3,67.9,13.7,POINT (-121.6478 47.3883)
53033036100,King,8.0,26.9,25.6,7.4,13.2,72.4,2.8,POINT (-121.7386 47.5512)
53033036200,King,8.8,29.3,28.6,7.5,14.3,68.9,6.2,POINT (-121.7346 47.3597)
53033036300,King,8.9,27.0,31.9,10.1,17.4,69.8,6.1,POINT (-121.7713 47.5724)
53033036400,King,8.9,34.4,25.6,11.2,18.0,69.0,11.1,POINT (-121.8441 47.4276)
53033036500,King,6.4,25.4,23.3,6.7,11.5,70.4,2.8,POINT (-121.8514 47.3731)
53033036600,King,9.4,25.8,28.3,8.6,19.5,68.2,4.5,POINT (-121.9004 47.4131)
53033036700,King,3.3,22.0,20.5,6.9,11.0,70.7,2.8,POINT (-121.9480 47.3888)
53033036800,King,10.6,28.3,29.7,7.0,14.4,69.7,5.2,POINT (-121.6720 47.3630)
53033036900,King,8.5,27.5,27.9,6.7,17.0,68.4,6.0,POINT (-121.8813 47.4991)
53033037000,King,12.3,33.3,32.8,10.8,19.6,71.5,10.2,POINT (-121.7887 47.5005)
53033037100,King,14.8,33.5,41.5,12.8,21.5,70.3,7.6,POINT (-121.9685 47.6166)
53033037200,King,12.6,43.0,37.6,19.4,25.1,66.3,8.8,POINT (-121.6497 47.4287)
53033037300,King,6.6,28.7,25.6,9.9,12.3,70.7,4.1,POINT (-122.0310 47.4514)
53033037400,King,10.2,26.4,31.9,7.5,14.1,71.9,4.3,POINT (-122.0295 47.3843)
53033037500,King,6.2,27.3,20.6,11.0,15.6,70.0,5.8,POINT (-121.9285 47.6370)
53033037600,King,7.0,25.4,27.9,7.2,14.8,68.1,2.8,POINT (-121.6416 47.6171)
53033037700,King,6.9,23.3,25.2,5.3,13.4,68.5,4.4,POINT (-122.0267 47.5200)
53033037800,King,10.0,38.7,32.5,12.9,17.1,68.0,5.6,POINT (-121.8474 47.3645)
53033037900,King,8.6,30.3,30.8,9.6,16.6,73.3,6.3,POINT (-121.7975 47.4619)
53033038000,King,8.2,28.3,26.4,8.2,13.6,71.0,3.8,POINT (-121.6664 47.4717)
53033038100,King,5.0,32.7,24.0,7.9,12.8,68.8,7.7,POINT (-121.7625 47.5004)
53033038200,King,5.6,30.4,27.5,8.8,14.0,65.9,4.9,POINT (-121.9813 47.6089)
53033038300,King,8.3,34.0,31.8,10.7,13.4,70.0,4.3,POINT (-121.9971 47.4089)
53033038400,King,9.0,31.0,30.1,14.1,21.7,67.6,10.5,POINT (-121.8350 47.3819)
53033038500,King,7.9,37.8,28.4,13.3,19.4,72.1,12.6,POINT (-121.8707 47.4364)
53033038600,King,9.5,33.8,31.1,7.7,17.8,70.8,7.5,POINT (-121.9773 47.6347)
53033038700,King,6.6,26.2,23.9,10.6,14.9,73.9,6.2,POINT (-122.0005 47.5022)
53033038800,King,5.2,24.7,20.7,3.5,12.6,70.1,4.8,POINT (-121.8290 47.4355)
53033038900,King,8.8,25.9,27.4,10.8,14.5,60.8,7.9,POINT (-121.8835 47.6240)
53033039000,King,8.0,31.2,30.0,12.3,19.4,72.7,4.5,POINT (-121.8847 47.3595)
53033039100,King,9.6,36.5,28.4,10.4,16.8,67.3,9.0,POINT (-121.9480 47.3837)
53033039200,King,6.8,24.6,23.6,10.2,15.4,66.9,7.4,POINT (-122.0130 47.5254)
53033039300,King,11.6,34.1,38.0,13.6,21.8,78.7,5.2,POINT (-121.7962 47.4794)
53033039400,King,7.5,24.1,28.6,11.5,20.9,72.2,9.5,POINT (-122.0323 47.4666)
53033039500,King,7.4,22.1,31.1,8.4,13.0,73.7,2.8,POINT (-121.8932 47.6357)
